,link_id,from_node,from_x,from_y,to_node,to_x,to_y,Name,Oneway,Speed,AutoNetwork,BikeNetwork,PedNetwork,DriveTime,BikeTime,Pedestrian,Length_Miles,ConnectorN,RoadClass,AADT,Length_Meters,Signal,Sig_Count,BIKE_L,BIKE_R,Bike_Lane,Bike_Path,Bike_Blvd,from_z,to_z,Slope_AB,Slope_BA,Slope_Per
98778,98778,75512,427206.7,4511581.199999999,75330,427204.4,4511339.699999999,1000 E,B,30,Y,Y,Y,0.3001358036,0.818552191636,2.90454003484,0.150067901838,N,"11 Other Local, Neighborhood, Rural Roads",0,241.510952133,0,0,3B,PP,0,0,0,1325,1321,1.6562395885869396,-1.6562395885869396,1.6562395885869396
98779,98779,75512,427206.7,4511581.199999999,75510,427335.9,4511579.699999999,800 S,B,35,Y,Y,Y,0.137634074743,0.4379266014549999,1.55393310194,0.0802865435625,N,10 Other Federal Aid Eligible Local Roads,17000,129.208707137,0,0, , ,1,0,0,1325,1332,-5.417591550217973,5.417591550217973,5.417591550217973
98780,98780,75513,427074.1,4511582.1,75334,427071.8,4511341.1,LINCOLN ST,B,25,Y,Y,Y,0.3594173532,0.816857620909,2.89852704194,0.149757230454,N,"11 Other Local, Neighborhood, Rural Roads",0,241.010974851,0,0, , ,0,0,0,1319,1317,0.8298377288571437,-0.8298377288571437,0.8298377288571437
98781,98781,75513,427074.1,4511582.1,75511,427194.2,4511581.199999999,800 S,B,35,Y,Y,Y,0.127935004286,0.407065922727,1.44442746774,0.074628752452,N,10 Other Federal Aid Eligible Local Roads,17000,120.103372143,0,0,2B,2B,1,0,0,1319,1325,-4.995696534528735,4.995696534528735,4.995696534528735
98782,98782,75514,426951.8,4511583.600000001,75337,426949.4,4511342.1,900 E,B,35,Y,Y,Y,0.2572602968569999,0.937928165625,2.90455173871,0.150068506456,N,10 Other Federal Aid Eligible Local Roads,14000,241.511925171,1,2, , ,0,0,0,1314,1314,0.0,0.0,0.0
98783,98783,75514,426951.8,4511583.600000001,75513,427074.1,4511582.1,800 S,B,35,Y,Y,Y,0.130284666686,0.414542121273,1.47095591419,0.0759993888853999,N,10 Other Federal Aid Eligible Local Roads,17000,122.309198346,1,1, , ,1,0,0,1314,1319,-4.087999976792849,4.087999976792849,4.087999976792849
98784,98784,75515,426831.6,4511584.7,75514,426951.8,4511583.600000001,800 S,B,35,Y,Y,Y,0.128043294343,0.407410482,1.4456500974200002,0.0746919216668999,N,10 Other Federal Aid Eligible Local Roads,16000,120.205033172,1,1, , ,1,0,0,1311,1314,-2.495735761502877,2.495735761502877,2.495735761502877
98786,98786,75517,426710.2,4511585.699999999,75435,426708.6,4511429.199999999,800 E,B,35,Y,Y,Y,0.166713674571,0.5304526009089999,1.88225116452,0.0972496435059,N,"11 Other Local, Neighborhood, Rural Roads",0,156.508178698,1,1,3B,3B,1,0,0,1308,1309,-0.6389442445238671,0.6389442445238671,0.6389442445238671
98787,98787,75517,426710.2,4511585.699999999,75515,426831.6,4511584.7,800 S,B,35,Y,Y,Y,0.129320568857,0.411474537273,1.46007093871,0.0754369985448,N,10 Other Federal Aid Eligible Local Roads,16000,121.404118546,1,1,2B,2B,1,0,0,1308,1311,-2.471085854359463,2.471085854359463,2.471085854359463
98901,98901,75593,429070.18,4511689.999999999,75434,428948.6,4511428.8,1730 E,B,25,Y,Y,Y,0.44475763416,1.01081280491,3.5867551141900003,0.185315680922,N,"11 Other Local, Neighborhood, Rural Roads",0,298.236771465,0,0, , ,0,0,0,1430,1421,3.0177365305391954,-3.0177365305391954,3.0177365305391954
98902,98902,75594,427195.38,4511698.24,75511,427194.2,4511581.199999999,1000 E,B,30,Y,Y,Y,0.1454579158,0.396703406727,1.40765724968,0.072728957906,N,"11 Other Local, Neighborhood, Rural Roads",0,117.045948244,0,0,2B,2B,0,0,0,1327,1325,1.7087306566398155,-1.7087306566398155,1.7087306566398155
98903,98903,75595,427075.3900000001,4511699.72,75594,427195.38,4511698.24,LOWELL AVE,B,25,Y,Y,Y,0.17895354624,0.406712605091,1.44317376,0.0745639775937,N,"11 Other Local, Neighborhood, Rural Roads",0,119.999127081,0,0, , ,0,0,0,1319,1327,-6.666715162519441,6.666715162519441,6.666715162519441
98904,98904,75596,427026.82,4511699.89,75595,427075.3900000001,4511699.72,LOWELL AVE,B,25,Y,Y,Y,0.07243241832,0.164619132545,0.584132405806,0.0301801743317,N,"11 Other Local, Neighborhood, Rural Roads",0,48.5702975061,0,0, , ,0,0,0,1316,1319,-6.176614420826281,6.176614420826281,6.176614420826281
98905,98905,75597,426952.87000000005,4511700.15,75514,426951.8,4511583.600000001,900 E,B,35,Y,Y,Y,0.124155157543,0.452649011875,1.40175177871,0.0724238419298,N,10 Other Federal Aid Eligible Local Roads,14000,116.554911526,1,1, , ,0,0,0,1314,1314,0.0,0.0,0.0
98906,98906,75597,426952.87000000005,4511700.15,75596,427026.82,4511699.89,LOWELL AVE,B,25,Y,Y,Y,0.1102816068,0.250640015455,0.8893677967739999,0.045950669457,N,"11 Other Local, Neighborhood, Rural Roads",0,73.95045706509998,0,0, , ,0,0,0,1314,1316,-2.704513372026034,2.704513372026034,2.704513372026034
98911,98911,75602,427195.5299999999,4511709.670000001,75594,427195.38,4511698.24,1000 E,B,30,Y,Y,Y,0.0142057641999999,0.0387429932727,0.137475137419,0.0071028820896899,N,"11 Other Local, Neighborhood, Rural Roads",0,11.4309842102,0,0, , ,0,0,0,1328,1327,8.748153103979343,-8.748153103979343,8.748153103979343
98912,98912,75602,427195.5299999999,4511709.670000001,79207,427293.8300000001,4511709.040000001,LOWELL AVE,B,25,Y,Y,Y,0.14659685688,0.333174674727,1.18223271677,0.0610820237225,N,"11 Other Local, Neighborhood, Rural Roads",0,98.302018798,0,0, , ,0,0,0,1328,1334,-6.103638636688989,6.103638636688989,6.103638636688989
98920,98920,75608,430178.25,4511724.68,75507,430189.36,4511577.840000001,UNIVERSITY VLG,B,25,Y,Y,Y,1.08951237816,2.47616449582,8.78639014645,0.0921907308246,N,"11 Other Local, Neighborhood, Rural Roads",0,148.366645409,0,0, , ,0,0,0,1470,1468,1.3480118759082484,-1.3480118759082484,1.3480118759082484
98922,98922,75608,430178.25,4511724.68,79205,430219.36,4511727.85,UNIVERSITY VLG,B,25,Y,Y,Y,0.0614889432,0.139747598182,0.495878574194,0.0256203930045,N,"11 Other Local, Neighborhood, Rural Roads",0,41.2320385156,0,0, , ,0,0,0,1470,1471,-2.425298471773724,2.425298471773724,2.425298471773724
98928,98928,75613,429058.5,4511764.32,75593,429070.18,4511689.999999999,VALDEZ DR,B,25,Y,Y,Y,0.112711818,0.256163222727,0.908966274194,0.0469632575285999,N,"11 Other Local, Neighborhood, Rural Roads",0,75.5800601067,0,0, , ,0,0,0,1432,1430,2.646200594676035,-2.646200594676035,2.646200594676035
98947,98947,75627,429952.0300000001,4511687.37,75608,430178.25,4511724.68,UNIVERSITY VLG,B,25,Y,Y,Y,1.08951237816,2.47616449582,8.78639014645,0.182789704039,N,"11 Other Local, Neighborhood, Rural Roads",0,294.171604466,0,0, , ,0,0,0,1461,1470,-3.059438730103609,3.059438730103609,3.059438730103609
98948,98948,75628,430220.1,4511803.100000001,75508,430217.898719,4511578.61997,ARAPEEN DR,B,25,Y,Y,Y,0.57775369368,1.31307657655,4.65930398129,0.1394920901369999,N,"11 Other Local, Neighborhood, Rural Roads",0,224.490827762,0,0,2B,2B,1,0,0,1473,1469,1.7818099919167778,-1.7818099919167778,1.7818099919167778
98949,98949,75629,427920.1,4511815.7,75503,427917.7,4511574.7,1300 E,B,30,Y,Y,Y,0.2995156726,0.816860925273,2.8985387671,0.149757836328,N,"8 Major Local Roads, Paved",22000,241.01194991,1,1,2B,2B,1,0,0,1383,1377,2.4895031147793927,-2.4895031147793927,2.4895031147793927
98950,98950,75629,427920.1,4511815.7,79192,428040.4,4511814.7,700 S,B,25,Y,Y,Y,0.17940843312,0.407746438909,1.4468422025799998,0.0747535138446,N,"11 Other Local, Neighborhood, Rural Roads",0,120.304156204,0,0, , ,0,0,0,1383,1389,-4.987358865495709,4.987358865495709,4.987358865495709
98951,98951,75630,427799.4,4511816.6,75504,427796.9,4511575.600000001,DOUGLAS ST,B,25,Y,Y,Y,0.3594203232,0.816864370909,2.89855099355,0.149758467981,N,"11 Other Local, Neighborhood, Rural Roads",0,241.012966458,0,0,2B,2B,0,0,0,1374,1372,0.829830871505633,-0.829830871505633,0.829830871505633
98952,98952,75630,427799.4,4511816.6,75629,427920.1,4511815.7,700 S,B,30,Y,Y,Y,0.1500031292,0.4090994432729999,1.45164318581,0.0750015646357,N,"11 Other Local, Neighborhood, Rural Roads",0,120.70335538,0,0,2B,2B,0,0,0,1374,1383,-7.456296448152641,7.456296448152641,7.456296448152641
98953,98953,75631,427679.6,4511817.6,75505,427677.1,4511576.7,1200 E,B,30,Y,Y,Y,0.2993926684,0.816525459273,2.89734840387,0.149696334225,N,"11 Other Local, Neighborhood, Rural Roads",0,240.91297184,0,0, , ,0,0,0,1369,1367,0.8301753055158358,-0.8301753055158358,0.8301753055158358
98954,98954,75631,427679.6,4511817.6,75630,427799.4,4511816.6,700 S,B,30,Y,Y,Y,0.1488856782,0.406051849636,1.44082914387,0.0744428391237,N,"11 Other Local, Neighborhood, Rural Roads",0,119.804173551,0,0, , ,0,0,0,1369,1374,-4.173477310347228,4.173477310347228,4.173477310347228
98955,98955,75632,427559.3,4511819.100000001,75506,427556.8,4511577.6,ELIZABETH ST,B,25,Y,Y,Y,0.36016592832,0.818558928,2.90456393806,0.1500691368,N,"11 Other Local, Neighborhood, Rural Roads",0,241.512939612,0,0,2B,2B,0,0,0,1364,1357,2.8983954281065745,-2.8983954281065745,2.8983954281065745
98956,98956,75632,427559.3,4511819.100000001,75631,427679.6,4511817.6,700 S,B,30,Y,Y,Y,0.1495134838,0.407764046727,1.44690468194,0.0747567419,N,"11 Other Local, Neighborhood, Rural Roads",0,120.309351257,0,0, , ,0,0,0,1364,1369,-4.155952922827421,4.155952922827421,4.155952922827421
98957,98957,75633,427435.2,4511820.129999999,75634,427446.8,4511820.2,700 S,B,35,Y,Y,Y,0.0123566310857,0.0393165534545,0.139510350968,0.0072080348369899,N,"11 Other Local, Neighborhood, Rural Roads",0,11.6002112055,0,0,3A,3A,0,0,0,1357,1358,-8.62053269793804,8.62053269793804,8.62053269793804
98958,98958,75634,427446.8,4511820.2,75509,427444.3,4511578.800000001,1100 E,B,30,Y,Y,Y,0.300014006,0.818220016364,2.90336134839,0.15000700303,N,10 Other Federal Aid Eligible Local Roads,540,241.412944971,0,0,3A,3A,1,0,0,1358,1342,6.627647909237849,-6.627647909237849,6.627647909237849
98959,98959,75634,427446.8,4511820.2,75632,427559.3,4511819.100000001,700 S,B,35,Y,Y,Y,0.119841564,0.381314067273,1.35304991613,0.0699075790146,N,"11 Other Local, Neighborhood, Rural Roads",0,112.505377648,0,0, , ,0,0,0,1358,1364,-5.333078405169606,5.333078405169606,5.333078405169606
98960,98960,75635,427338.4,4511821.1,75510,427335.9,4511579.699999999,MCCLELLAND ST,B,25,Y,Y,Y,0.3600168072,0.818220016364,2.90336134839,0.15000700303,N,"11 Other Local, Neighborhood, Rural Roads",0,241.412944971,0,0, , ,0,0,0,1347,1332,6.213419914910484,-6.213419914910484,6.213419914910484
98961,98961,75635,427338.4,4511821.1,75633,427435.2,4511820.129999999,700 S,B,35,Y,Y,Y,0.103117255886,0.328100359636,1.16422708258,0.0601517325995,N,"11 Other Local, Neighborhood, Rural Roads",0,96.8048598976,0,0, , ,0,0,0,1347,1357,-10.330059886020166,10.330059886020166,10.330059886020166
98962,98962,75636,427160.5,4511822.7,75637,427196.6,4511822.7,700 S,B,35,Y,Y,Y,0.0384539881714,0.122353598727,0.434157930968,0.0224314930989,N,"11 Other Local, Neighborhood, Rural Roads",0,36.099999998200005,0,0, , ,0,0,0,1328,1330,-5.5401662052623895,5.5401662052623895,5.5401662052623895
98963,98963,75637,427196.6,4511822.7,75602,427195.5299999999,4511709.670000001,1000 E,B,30,Y,Y,Y,0.140473422,0.383109332727,1.3594202129,0.0702367110433,N,"11 Other Local, Neighborhood, Rural Roads",0,113.035064468,0,0, , ,0,0,0,1330,1328,1.7693624623589224,-1.7693624623589224,1.7693624623589224
98964,98964,75637,427196.6,4511822.7,75635,427338.4,4511821.1,700 S,B,35,Y,Y,Y,0.151056028457,0.480632817818,1.70547128903,0.0881160166135,N,"11 Other Local, Neighborhood, Rural Roads",0,141.809026513,0,0, , ,0,0,0,1330,1347,-11.98795338916001,11.98795338916001,11.98795338916001
98965,98965,75638,427027.5,4511824.2,75636,427160.5,4511822.7,700 S,B,35,Y,Y,Y,0.141681597943,0.4508050843639999,1.59963094452,0.0826475987906,N,"11 Other Local, Neighborhood, Rural Roads",0,133.008458378,0,0, , ,0,0,0,1317,1328,-8.270150736383117,8.270150736383117,8.270150736383117
98966,98966,75639,426954.1,4511824.6,75597,426952.87000000005,4511700.15,900 E,B,35,Y,Y,Y,0.132571539086,0.48333373625,1.49677544129,0.0773333977621,N,10 Other Federal Aid Eligible Local Roads,14000,124.456078192,0,0, , ,0,0,0,1313,1314,-0.8034963133397849,0.8034963133397849,0.8034963133397849
98967,98967,75639,426954.1,4511824.6,75638,427027.5,4511824.2,700 S,B,35,Y,Y,Y,0.0781873861714,0.248778046909,0.882760811613,0.0456093086393,N,"11 Other Local, Neighborhood, Rural Roads",0,73.4010899113,0,0, , ,0,0,0,1313,1317,-5.449510361268089,5.449510361268089,5.449510361268089
98968,98968,75640,426833.9,4511825.6,75515,426831.6,4511584.7,WINDSOR ST,B,25,Y,Y,Y,0.35926823088,0.8165187065449999,2.89732444258,0.149695096187,N,"11 Other Local, Neighborhood, Rural Roads",0,240.910979411,0,0,2B,2B,0,0,0,1311,1311,0.0,0.0,0.0
98969,98969,75640,426833.9,4511825.6,75639,426954.1,4511824.6,700 S,B,35,Y,Y,Y,0.128042363829,0.407407521273,1.4456395916100002,0.0746913788927,N,"11 Other Local, Neighborhood, Rural Roads",0,120.204159661,0,0, , ,0,0,0,1311,1313,-1.6638359318349745,1.6638359318349745,1.6638359318349745
98970,98970,75641,426712.5,4511827.2,75517,426710.2,4511585.699999999,800 E,B,35,Y,Y,Y,0.257259260229,0.818552191636,2.90454003484,0.150067901838,N,"11 Other Local, Neighborhood, Rural Roads",0,241.510952133,1,1,2B,2B,1,0,0,1309,1308,0.4140598971467349,-0.4140598971467349,0.4140598971467349
98971,98971,75641,426712.5,4511827.2,75640,426833.9,4511825.6,700 S,B,35,Y,Y,Y,0.129327412457,0.411496312364,1.46014820516,0.075440990638,N,"11 Other Local, Neighborhood, Rural Roads",0,121.410543199,0,0, , ,0,0,0,1309,1311,-1.6473033949958251,1.6473033949958251,1.6473033949958251
99009,99009,75664,429655.7,4511847.600000001,75468,429862.9,4511488.2,FOOTHILL DR,B,35,Y,Y,Y,0.441900887657,1.61109698625,4.98920357032,0.2577755178249999,N,"5 Major State Highways, Unseparated",47000,414.849611303,0,0, , ,0,0,0,1452,1449,0.7231536244127862,-0.7231536244127862,0.7231536244127862
99048,99048,75685,429012.56,4511870.140000001,75613,429058.5,4511764.32,VALDEZ DR,B,25,Y,Y,Y,0.17597917488,0.399952670182,1.41918689419,0.0733246562172,N,"11 Other Local, Neighborhood, Rural Roads",0,118.004632043,0,0, , ,0,0,0,1434,1432,1.6948487236257093,-1.6948487236257093,1.6948487236257093
99062,99062,75693,430027.2,4511878.1,75628,430220.1,4511803.100000001,KOMAS DR,B,25,Y,Y,Y,0.3233807603999999,0.734956273636,2.60790935806,0.134741983463,N,"11 Other Local, Neighborhood, Rural Roads",0,216.846269722,0,0,2B,2B,0,0,0,1469,1473,-1.8446247681032544,1.8446247681032544,1.8446247681032544
99066,99066,75696,430220.5,4511887.600000001,75628,430220.1,4511803.100000001,ARAPEEN DR,B,25,Y,Y,Y,0.12601545072,0.286398751636,1.01625363484,0.0525064377775,N,"11 Other Local, Neighborhood, Rural Roads",0,84.50094674119998,0,0,2B,2B,1,0,0,1475,1473,2.3668373871897264,-2.3668373871897264,2.3668373871897264
99070,99070,75699,430047.5,4511901.199999999,75693,430027.2,4511878.1,BLACKHAWK WAY,B,25,Y,Y,Y,0.04586051376,0.104228440364,0.3698428529029999,0.0191085474415999,N,"11 Other Local, Neighborhood, Rural Roads",0,30.7522356879,0,0, , ,0,0,0,1470,1469,3.251796097522325,-3.251796097522325,3.251796097522325
99071,99071,75700,429621.5,4511906.7,75664,429655.7,4511847.600000001,FOOTHILL DR,B,35,Y,Y,Y,0.0727346377713999,0.265178366875,0.821197523226,0.0424285386888,N,"5 Major State Highways, Unseparated",47000,68.2821352925,1,1, , ,0,0,0,1453,1452,1.464511904492006,-1.464511904492006,1.464511904492006
99076,99076,75704,430065.7,4511921.699999999,75699,430047.5,4511901.199999999,BLACKHAWK WAY,B,25,Y,Y,Y,0.04088121792,0.0929118589091,0.32968724129,0.0170338407775,N,"11 Other Local, Neighborhood, Rural Roads",0,27.4133179333,0,0, , ,0,0,0,1472,1470,7.295723942888809,-7.295723942888809,7.295723942888809
99087,99087,75712,428932.5500000001,4511935.34,75685,429012.56,4511870.140000001,VALDEZ DR,B,25,Y,Y,Y,0.15391850952,0.349814794364,1.24127830258,0.0641327123378,N,"11 Other Local, Neighborhood, Rural Roads",0,103.211627736,0,0, , ,0,0,0,1433,1434,-0.9688830822025704,0.9688830822025704,0.9688830822025704
99088,99088,75713,429264.13,4511943.81,75613,429058.5,4511764.32,WAHLEN WAY,B,25,Y,Y,Y,0.44417529048,1.00948929655,3.5820587941900004,0.185073037719,N,"11 Other Local, Neighborhood, Rural Roads",0,297.846274961,0,0, , ,0,0,0,1444,1432,4.028923981530835,-4.028923981530835,4.028923981530835
99092,99092,75716,426955.3,4511945.100000001,75639,426954.1,4511824.6,900 E,B,35,Y,Y,Y,0.128363859771,0.46799323875,1.44926938452,0.0748789181647,N,10 Other Federal Aid Eligible Local Roads,14000,120.505974957,0,0, , ,0,0,0,1316,1313,2.489503114738075,-2.489503114738075,2.489503114738075
99093,99093,75717,429681.2628030001,4511945.127150001,75700,429621.5,4511906.7,WAKARA WAY,B,25,Y,Y,Y,0.37426480896,0.8506018385449999,3.01826458839,0.0441637943049,N,10 Other Federal Aid Eligible Local Roads,17000,71.07475937060002,1,1, , ,1,0,0,1457,1453,5.627876950160446,-5.627876950160446,5.627876950160446
99094,99094,75717,429681.2628030001,4511945.127150001,79197,430200.75000000006,4511435.340000001,Foothill Dr Trail, ,0,N,Y,Y,0.0,3.83742979691,13.6166863761,0.526166950584,N, ,0,846.783886896,0,0, , ,0,1,0,1457,1466,-1.0628449760647558,1.0628449760647558,1.0628449760647558
99095,99095,75718,426713.7,4511947.0,75641,426712.5,4511827.2,800 E,B,35,Y,Y,Y,0.127618251771,0.406058073818,1.44085122968,0.0744439801575,N,"11 Other Local, Neighborhood, Rural Roads",0,119.806009868,0,0,2B,2B,0,0,1,1310,1309,0.8346826683417479,-0.8346826683417479,0.8346826683417479
99096,99096,75718,426713.7,4511947.0,75716,426955.3,4511945.100000001,SEGO AVE,B,25,Y,Y,Y,0.36030690192,0.8188793225450001,2.90570082194,0.150127875807,N,"11 Other Local, Neighborhood, Rural Roads",0,241.60747091,0,0, , ,0,0,0,1310,1316,-2.4833669163463203,2.4833669163463203,2.4833669163463203
99101,99101,75722,430210.3,4511951.600000001,75696,430220.5,4511887.600000001,ARAPEEN DR,B,25,Y,Y,Y,0.0971239704,0.220736296364,0.7832578258059999,0.0404683210471999,N,"11 Other Local, Neighborhood, Rural Roads",0,65.1274698163,0,0,2B,2B,1,0,0,1477,1475,3.0709008128847084,-3.0709008128847084,3.0709008128847084
99102,99102,75723,429592.0,4511958.1,75700,429621.5,4511906.7,FOOTHILL DR,B,35,Y,Y,Y,0.0631283478857,0.230155435,0.712739411613,0.036824869629,N,"5 Major State Highways, Unseparated",47000,59.2639013231,1,1, , ,0,0,0,1453,1453,0.0,0.0,0.0
99105,99105,75725,427681.1,4511963.2,75631,427679.6,4511817.6,1200 E,B,30,Y,Y,Y,0.1809528372,0.493507737818,1.75115648903,0.0904764185864,N,"11 Other Local, Neighborhood, Rural Roads",0,145.607726441,0,0, , ,0,0,0,1373,1369,2.747106968681908,-2.747106968681908,2.747106968681908
99106,99106,75725,427681.1,4511963.2,79195,427791.9,4511962.2,FENWAY AVE,B,25,Y,Y,Y,0.16524170592,0.3755493316359999,1.33259440258,0.0688507107651,N,"11 Other Local, Neighborhood, Rural Roads",0,110.804512546,0,0, , ,0,0,0,1373,1381,-7.219922561076957,7.219922561076957,7.219922561076957
99109,99109,75728,426955.6,4511970.6,75716,426955.3,4511945.100000001,900 E,B,35,Y,Y,Y,0.0271646691429,0.09903785625,0.306697877419,0.0158460569985,N,10 Other Federal Aid Eligible Local Roads,14000,25.5017646439,0,0, , ,0,0,0,1316,1316,0.0,0.0,0.0
99112,99112,75731,426835.3,4511971.6,75728,426955.6,4511970.6,WILSHIRE PL,B,25,Y,Y,Y,0.17940843312,0.407746438909,1.4468422025799998,0.0747535138446,N,"11 Other Local, Neighborhood, Rural Roads",0,120.304156204,0,0, , ,0,0,0,1313,1316,-2.493679432747854,2.493679432747854,2.493679432747854
99139,99139,75750,427921.9,4511986.1,75629,427920.1,4511815.7,1300 E,B,30,Y,Y,Y,0.2117750512,0.5775683214549999,2.04943597935,0.105887525636,N,"8 Major Local Roads, Paved",22000,170.40950677799998,0,0,2B,2B,1,0,0,1387,1383,2.3472868830088087,-2.3472868830088087,2.3472868830088087
99142,99142,75752,427802.2,4511987.2,75750,427921.9,4511986.1,COLONIAL PL,B,25,Y,Y,Y,0.17851499808,0.405715904727,1.43963708129,0.0743812492296999,N,"11 Other Local, Neighborhood, Rural Roads",0,119.705054194,0,0,2B,2B,0,0,0,1383,1387,-3.341546459280992,3.341546459280992,3.341546459280992
99150,99150,75760,427075.2,4511995.2,75636,427160.5,4511822.7,GRAND ST,B,25,Y,Y,Y,0.28698077208,0.652229027455,2.31436106516,0.1195753217129999,N,"11 Other Local, Neighborhood, Rural Roads",0,192.437886083,0,0, , ,0,0,0,1327,1328,-0.5196481942067749,0.5196481942067749,0.5196481942067749
99153,99153,75763,429313.48,4512006.86,75713,429264.13,4511943.81,WAHLEN WAY,B,25,Y,Y,Y,0.11940315312,0.271370802545,0.962928654194,0.0497513138390999,N,"11 Other Local, Neighborhood, Rural Roads",0,80.06700318979999,0,0, , ,0,0,0,1447,1444,3.746861853800693,-3.746861853800693,3.746861853800693
99154,99154,75763,429313.48,4512006.86,75700,429621.5,4511906.7,HALL ST,B,25,Y,Y,Y,0.5729034108,1.30205320636,4.62018879677,0.2387097545399999,N,"11 Other Local, Neighborhood, Rural Roads",0,384.16623006300006,1,1, , ,0,0,0,1447,1453,-1.5618239008191974,1.5618239008191974,1.5618239008191974
99157,99157,75766,427029.4,4512010.2,75638,427027.5,4511824.2,BRIXEN CT,B,25,Y,Y,Y,0.27739448592,0.630442013455,2.23705230581,0.115581035813,N,"11 Other Local, Neighborhood, Rural Roads",0,186.009704046,0,0, , ,0,0,0,1321,1317,2.150425441788136,-2.150425441788136,2.150425441788136
99158,99158,75766,427029.4,4512010.2,79189,427039.4,4512009.6,BRIXEN CT,B,25,Y,Y,Y,0.01493972304,0.033953916,0.120481637419,0.00622488462993,N,"11 Other Local, Neighborhood, Rural Roads",0,10.0179838292,0,0, , ,0,0,0,1321,1321,0.0,0.0,0.0
99160,99160,75768,428643.04999999993,4512020.26,75436,428639.7,4511431.7,GUARDSMAN WAY,B,35,Y,Y,Y,0.9171584484,2.91823142673,10.35501474,0.365720039949,N,10 Other Federal Aid Eligible Local Roads,8200,588.569534062,1,1,3A,3A,1,0,0,1426,1413,2.2087449736449627,-2.2087449736449627,2.2087449736449627
99161,99161,75769,430155.4,4512022.7,75704,430065.7,4511921.699999999,BLACKHAWK WAY,B,25,Y,Y,Y,0.2014461768,0.45783222,1.62456594194,0.0839359069563,N,"11 Other Local, Neighborhood, Rural Roads",0,135.081790036,0,0, , ,0,0,0,1477,1472,3.701461165614902,-3.701461165614902,3.701461165614902
99162,99162,75769,430155.4,4512022.7,75722,430210.3,4511951.600000001,ARAPEEN DR,B,25,Y,Y,Y,0.13498568064,0.306785637818,1.08859419871,0.0562440336092,N,"11 Other Local, Neighborhood, Rural Roads",0,90.5160260283,0,0,2B,2B,1,0,0,1477,1477,0.0,0.0,0.0
99165,99165,75772,432394.19000000006,4511505.12,75894,433181.3,4512029.4,EMIGRATION CANYON RD,B,30,Y,Y,N,1.212976,3.30811636363,11.7384774193,0.606279830978,N,"8 Major Local Roads, Paved",4200,975.713110168,0,0,2B,2B,1,0,0,1531,1554,-2.357250277803464,2.357250277803464,2.357250277803464
99166,99166,75773,429547.3,4512031.2,75723,429592.0,4511958.1,FOOTHILL DR,B,35,Y,Y,Y,0.0912709357714,0.33275862,1.0304783071,0.05324137924,N,"5 Major State Highways, Unseparated",47000,85.6837207401,0,0, , ,0,0,0,1453,1453,0.0,0.0,0.0
99168,99168,75774,429151.44,4512037.64,75685,429012.56,4511870.140000001,KISTERS ST,B,25,Y,Y,Y,0.32448472512,0.7374652843639999,2.61681229935,0.135201968818,N,"11 Other Local, Neighborhood, Rural Roads",0,217.586544621,0,0, , ,0,0,0,1444,1434,4.595872422818404,-4.595872422818404,4.595872422818404
99169,99169,75774,429151.44,4512037.64,75713,429264.13,4511943.81,KISTERS ST,B,25,Y,Y,Y,0.21868188552,0.497004285273,1.7635635929,0.0911174523267,N,"11 Other Local, Neighborhood, Rural Roads",0,146.639370564,0,0, , ,0,0,0,1444,1444,0.0,0.0,0.0
99177,99177,75777,429344.2700000001,4512046.18,75763,429313.48,4512006.86,WAHLEN WAY,B,25,Y,Y,Y,0.0744762804,0.169264273636,0.600615164516,0.0310317834716,N,"11 Other Local, Neighborhood, Rural Roads",0,49.9408299898,0,0, , ,0,0,0,1449,1447,4.0047392091971314,-4.0047392091971314,4.0047392091971314
99180,99180,75779,428042.8,4512056.2,79192,428040.4,4511814.7,UNIVERSITY ST,B,25,Y,Y,Y,0.3601644156,0.81855549,2.90455173871,0.150068506456,N,"11 Other Local, Neighborhood, Rural Roads",0,241.511925171,0,0, , ,0,0,0,1393,1389,1.6562329156905369,-1.6562329156905369,1.6562329156905369
99181,99181,75780,427922.5,4512057.2,75750,427921.9,4511986.1,1300 E,B,30,Y,Y,Y,0.0883621024,0.240987552,0.85511712,0.0441810511623,N,"8 Major Local Roads, Paved",22000,71.10253159920002,0,0,2B,2B,1,0,0,1389,1387,2.812839367343289,-2.812839367343289,2.812839367343289
99182,99182,75780,427922.5,4512057.2,75779,428042.8,4512056.2,600 S,B,25,Y,Y,Y,0.17940843312,0.407746438909,1.4468422025799998,0.0747535138446,N,"11 Other Local, Neighborhood, Rural Roads",0,120.304156204,0,0, , ,0,0,0,1389,1393,-3.324905910330473,3.324905910330473,3.324905910330473
99184,99184,75782,427801.8,4512058.2,75780,427922.5,4512057.2,600 S,B,25,Y,Y,Y,0.18000492888,0.409102111091,1.4516526522600002,0.0750020536863999,N,"11 Other Local, Neighborhood, Rural Roads",0,120.704142431,0,0,2B,2B,0,0,0,1384,1389,-4.142359905218853,4.142359905218853,4.142359905218853
99185,99185,75783,427682.0,4512059.6,75725,427681.1,4511963.2,1200 E,B,30,Y,Y,Y,0.1198055498,0.326742408545,1.15940854645,0.0599027748768,N,"11 Other Local, Neighborhood, Rural Roads",0,96.4042011564,0,0, , ,0,0,0,1376,1373,3.1118975770910566,-3.1118975770910566,3.1118975770910566
